1749746065.982742 server started (27205): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1749746065.982808 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1749746065.982819 using libevent 2.1.12-stable poll
1749746065.982825 using ncurses 6.5 20250125
1749746066.272222 peer 0x70b893f3ee80 message 105
1749746066.272225 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_indicator=#00afff
1749746066.272227 peer 0x70b893f3ee80 message 105
1749746066.272230 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_last_attr=none
1749746066.272238 peer 0x70b893f3ee80 message 105
1749746066.272241 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_right_bg=#080808,#d70000,#e4e4e4
1749746066.272244 peer 0x70b893f3ee80 message 105
1749746066.272246 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_command_bg=#080808
1749746066.272249 peer 0x70b893f3ee80 message 105
1749746066.272252 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_focused_pane_bg=#303030
1749746066.272254 peer 0x70b893f3ee80 message 105
1749746066.272257 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX_CONF_LOCAL=/home/sergiop/.tmux.conf.local
1749746066.272260 peer 0x70b893f3ee80 message 105
1749746066.272262 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_synchronized_bg=none
1749746066.272265 peer 0x70b893f3ee80 message 105
1749746066.272268 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pairing_fg=none
1749746066.272270 peer 0x70b893f3ee80 message 105
1749746066.272273 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_fg=default
1749746066.272275 peer 0x70b893f3ee80 message 105
1749746066.272278 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_preserve_stock_bindings=false
1749746066.272281 peer 0x70b893f3ee80 message 105
1749746066.272284 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_current_bg=#00afff
1749746066.272286 peer 0x70b893f3ee80 message 105
1749746066.272289 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mouse_bg=none
1749746066.272291 peer 0x70b893f3ee80 message 105
1749746066.272295 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_active_border=#{?pane_in_mode,#ffff00,#{?synchronize-panes,#d70000,#00afff}}
1749746066.272298 peer 0x70b893f3ee80 message 105
1749746066.272300 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mouse_attr=none
1749746066.272303 peer 0x70b893f3ee80 message 105
1749746066.272306 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_bar_palette=gradient
1749746066.272308 peer 0x70b893f3ee80 message 105
1749746066.272311 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_clock_style=24
1749746066.272314 peer 0x70b893f3ee80 message 105
1749746066.272317 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_attr=bold
1749746066.272319 peer 0x70b893f3ee80 message 105
1749746066.272322 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_session_retain_current_path=false
1749746066.272324 peer 0x70b893f3ee80 message 105
1749746066.272327 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_right_separator_main=\\uE0B2
1749746066.272330 peer 0x70b893f3ee80 message 105
1749746066.272332 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mode_fg=#080808
1749746066.272335 peer 0x70b893f3ee80 message 105
1749746066.272338 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_attr=none
1749746066.272340 peer 0x70b893f3ee80 message 105
1749746066.272343 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left_attr=bold,none,none
1749746066.272345 peer 0x70b893f3ee80 message 105
1749746066.272349 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_current_format=#I #W#{?#{||:#{window_bell_flag},#{window_zoomed_flag}}, ,}#{?window_bell_flag,!,}#{?window_zoomed_flag,Z,}
1749746066.272352 peer 0x70b893f3ee80 message 105
1749746066.272355 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_synchronized=\342\232\217
1749746066.272357 peer 0x70b893f3ee80 message 105
1749746066.272360 client 0x70b893eda800 IDENTIFY_ENVIRON TERM=xterm-256color
1749746066.272363 peer 0x70b893f3ee80 message 105
1749746066.272365 client 0x70b893eda800 IDENTIFY_ENVIRON ZSH=/home/sergiop/.oh-my-zsh
1749746066.272368 peer 0x70b893f3ee80 message 105
1749746066.272371 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_right_separator_sub=\\uE0B3
1749746066.272373 peer 0x70b893f3ee80 message 105
1749746066.272376 client 0x70b893eda800 IDENTIFY_ENVIRON USER=sergiop
1749746066.272379 peer 0x70b893f3ee80 message 105
1749746066.272381 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_prefix_fg=none
1749746066.272392 peer 0x70b893f3ee80 message 105
1749746066.272395 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_copy_to_os_clipboard=false
1749746066.272398 peer 0x70b893f3ee80 message 105
1749746066.272401 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_current_attr=bold
1749746066.272403 peer 0x70b893f3ee80 message 105
1749746066.272407 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_format=#I #W#{?#{||:#{window_bell_flag},#{window_zoomed_flag}}, ,}#{?window_bell_flag,!,}#{?window_zoomed_flag,Z,}
1749746066.272409 peer 0x70b893f3ee80 message 105
1749746066.272412 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX_SOCKET=/tmp/tmux-1000/default
1749746066.272415 peer 0x70b893f3ee80 message 105
1749746066.272418 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_fg=#8a8a8a
1749746066.272420 peer 0x70b893f3ee80 message 105
1749746066.272423 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_last_fg=#00afff
1749746066.272426 peer 0x70b893f3ee80 message 105
1749746066.272429 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_terminal_title=#h \342\235\220 #S \342\227\217 #I #W
1749746066.272431 peer 0x70b893f3ee80 message 105
1749746066.272434 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_bell_fg=#ffff00
1749746066.272436 peer 0x70b893f3ee80 message 105
1749746066.272439 client 0x70b893eda800 IDENTIFY_ENVIRON DISPLAY=:0
1749746066.272442 peer 0x70b893f3ee80 message 105
1749746066.272445 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_hbar_palette=gradient
1749746066.272447 peer 0x70b893f3ee80 message 105
1749746066.272450 client 0x70b893eda800 IDENTIFY_ENVIRON SHLVL=1
1749746066.272452 peer 0x70b893f3ee80 message 105
1749746066.272456 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_uninstall_plugins_on_reload=true
1749746066.272459 peer 0x70b893f3ee80 message 105
1749746066.272462 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_urlscan_options=--compact --dedupe
1749746066.272464 peer 0x70b893f3ee80 message 105
1749746066.272467 client 0x70b893eda800 IDENTIFY_ENVIRON PAGER=less
1749746066.272469 peer 0x70b893f3ee80 message 105
1749746066.272472 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_activity_bg=default
1749746066.272475 peer 0x70b893f3ee80 message 105
1749746066.272477 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left_fg=#080808,#e4e4e4,#080808
1749746066.272480 peer 0x70b893f3ee80 message 105
1749746066.272483 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_root=!
1749746066.272485 peer 0x70b893f3ee80 message 105
1749746066.272488 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_right_fg=#8a8a8a,#e4e4e4,#080808
1749746066.272490 peer 0x70b893f3ee80 message 105
1749746066.272493 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_command_fg=#ffff00
1749746066.272511 peer 0x70b893f3ee80 message 105
1749746066.272514 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_prefix=\342\214\250
1749746066.272517 peer 0x70b893f3ee80 message 105
1749746066.272520 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pairing_bg=none
1749746066.272522 peer 0x70b893f3ee80 message 105
1749746066.272525 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_fg=#8a8a8a
1749746066.272527 peer 0x70b893f3ee80 message 105
1749746066.272530 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX_PROGRAM=/usr/bin/tmux
1749746066.272533 peer 0x70b893f3ee80 message 105
1749746066.272536 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_24b_colour=auto
1749746066.272538 peer 0x70b893f3ee80 message 105
1749746066.272541 client 0x70b893eda800 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000/
1749746066.272543 peer 0x70b893f3ee80 message 105
1749746066.272547 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_current_fg=#080808
1749746066.272549 peer 0x70b893f3ee80 message 105
1749746066.272552 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mouse=\342\206\227
1749746066.272554 peer 0x70b893f3ee80 message 105
1749746066.272563 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_bell_attr=blink,bold
1749746066.272566 peer 0x70b893f3ee80 message 105
1749746066.272569 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_status_charging=\342\206\221
1749746066.272571 peer 0x70b893f3ee80 message 105
1749746066.272574 client 0x70b893eda800 IDENTIFY_ENVIRON WSLENV=WT_SESSION:WT_PROFILE_ID:
1749746066.272576 peer 0x70b893f3ee80 message 105
1749746066.272579 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_bg=default
1749746066.272581 peer 0x70b893f3ee80 message 105
1749746066.272583 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_root_bg=none
1749746066.272585 peer 0x70b893f3ee80 message 105
1749746066.272588 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_border_style=thin
1749746066.272589 peer 0x70b893f3ee80 message 105
1749746066.272592 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_right_attr=none,none,bold
1749746066.272594 peer 0x70b893f3ee80 message 105
1749746066.272596 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_command_attr=bold
1749746066.272598 peer 0x70b893f3ee80 message 105
1749746066.272601 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_pane_retain_current_path=true
1749746066.272602 peer 0x70b893f3ee80 message 105
1749746066.272605 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left= \357\214\247 #S |  \357\222\274 #{cpu_percentage} | \356\277\205 #{ram_percentage} 
1749746066.272607 peer 0x70b893f3ee80 message 105
1749746066.272616 client 0x70b893eda800 IDENTIFY_ENVIRON PATH=/home/sergiop/.local/bin:/home/sergiop/go/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/home/sergiop/go/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/Git/cmd:/mnt/c/Program Files/Microsoft SQL Server/150/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/Client SDK/ODBC/170/Tools/Binn/:/mnt/c/Program Files/dotnet/:/mnt/c/Program Files (x86)/Windows Kits/10/Windows Performance Toolkit/:/mnt/c/Users/Sergio Pozo/AppData/Local/Programs/Eclipse Adoptium/jdk-21.0.6.7-hotspot/bin:/mnt/c/Users/Sergio Pozo/AppData/Local/Microsoft/WindowsApps:/mnt/c/Users/Sergio Pozo/AppData/Local/Programs/Microsoft VS Code/bin:/mnt/c/Users/Sergio Pozo/.dotnet/tools:/home/sergiop/Downloads/fzf/bin
1749746066.272619 peer 0x70b893f3ee80 message 105
1749746066.272621 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_synchronized_fg=none
1749746066.272623 peer 0x70b893f3ee80 message 105
1749746066.272626 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pairing_attr=none
1749746066.272627 peer 0x70b893f3ee80 message 105
1749746066.272630 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_prefix_attr=none
1749746066.272632 peer 0x70b893f3ee80 message 105
1749746066.272634 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_vbar_palette=gradient
1749746066.272636 peer 0x70b893f3ee80 message 105
1749746066.272638 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_highlight_focused_pane=false
1749746066.272640 peer 0x70b893f3ee80 message 105
1749746066.272642 client 0x70b893eda800 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1749746066.272644 peer 0x70b893f3ee80 message 105
1749746066.272647 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_13=#e4e4e4
1749746066.272649 peer 0x70b893f3ee80 message 105
1749746066.272651 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_12=#8a8a8a
1749746066.272653 peer 0x70b893f3ee80 message 105
1749746066.272655 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_11=#5fff00
1749746066.272657 peer 0x70b893f3ee80 message 105
1749746066.272660 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_10=#ff00af
1749746066.272666 peer 0x70b893f3ee80 message 105
1749746066.272668 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_17=#e4e4e4
1749746066.272670 peer 0x70b893f3ee80 message 105
1749746066.272672 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_16=#d70000
1749746066.272674 peer 0x70b893f3ee80 message 105
1749746066.272676 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mode_attr=bold
1749746066.272678 peer 0x70b893f3ee80 message 105
1749746066.272680 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_15=#080808
1749746066.272682 peer 0x70b893f3ee80 message 105
1749746066.272685 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_14=#080808
1749746066.272686 peer 0x70b893f3ee80 message 105
1749746066.272689 client 0x70b893eda800 IDENTIFY_ENVIRON HOSTTYPE=x86_64
1749746066.272691 peer 0x70b893f3ee80 message 105
1749746066.272693 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_bar_length=auto
1749746066.272695 peer 0x70b893f3ee80 message 105
1749746066.272697 client 0x70b893eda800 IDENTIFY_ENVIRON WINDIR=/mnt/c/Users/Sergio Pozo
1749746066.272699 peer 0x70b893f3ee80 message 105
1749746066.272701 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_session_prompt=false
1749746066.272703 peer 0x70b893f3ee80 message 105
1749746066.272706 client 0x70b893eda800 IDENTIFY_ENVIRON PULSE_SERVER=unix:/mnt/wslg/PulseServer
1749746066.272707 peer 0x70b893f3ee80 message 105
1749746066.272710 client 0x70b893eda800 IDENTIFY_ENVIRON WT_PROFILE_ID={46ca431a-3a87-5fb3-83cd-11ececc031d2}
1749746066.272712 peer 0x70b893f3ee80 message 105
1749746066.272714 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_pane_reconnect_ssh=false
1749746066.272716 peer 0x70b893f3ee80 message 105
1749746066.272718 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_window_retain_current_path=false
1749746066.272720 peer 0x70b893f3ee80 message 105
1749746066.272723 client 0x70b893eda800 IDENTIFY_ENVIRON OLDPWD=/home/sergiop/Downloads
1749746066.272725 peer 0x70b893f3ee80 message 105
1749746066.272727 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_bg=#ffff00
1749746066.272729 peer 0x70b893f3ee80 message 105
1749746066.272731 client 0x70b893eda800 IDENTIFY_ENVIRON _=/usr/bin/tmux
1749746066.272733 peer 0x70b893f3ee80 message 106
1749746066.272735 client 0x70b893eda800 name is client-27299
1749746066.272740 cmdq_next <global>: waiting
1749746066.272742 cmdq_next </dev/pts/0>: waiting
1749746066.272744 cmdq_next <client-27227>: waiting
1749746066.272746 cmdq_next <client-27299>: empty
1749746066.272775 peer 0x70b893f3ee80 message 200
1749746066.272778 cmd_unpack_argv: argv[0]=show-option
1749746066.272780 cmd_unpack_argv: argv[1]=-gqv
1749746066.272782 cmd_unpack_argv: argv[2]=@sidebar-tree-pager
1749746066.272784 cmd_parse_build_commands 0:0: show-option
1749746066.272786 cmd_parse_build_commands 0:1: -gqv
1749746066.272788 cmd_parse_build_commands 0:2: @sidebar-tree-pager
1749746066.272793 args_parse_flags: next -gqv
1749746066.272795 args_parse_flags: -g
1749746066.272797 args_parse_flags: -q
1749746066.272799 args_parse_flags: -v
1749746066.272801 args_parse_flags: next @sidebar-tree-pager
1749746066.272803 args_parse: flags end at 2 of 3
1749746066.272805 args_parse: 2 = @sidebar-tree-pager (type STRING)
1749746066.272809 cmd_parse_build_commands: show-options -gqv @sidebar-tree-pager
1749746066.272812 cmdq_get_command: [show-options/0x70b893ea2d00] group 3237
1749746066.272814 cmdq_append <client-27299>: [show-options/0x70b893ea2d00]
1749746066.272816 cmdq_append <client-27299>: [server_client_command_done/0x70b893ea2c00]
1749746066.272819 cmdq_next <global>: waiting
1749746066.272821 cmdq_next </dev/pts/0>: waiting
1749746066.272823 cmdq_next <client-27227>: waiting
1749746066.272825 cmdq_next <client-27299>: enter
1749746066.272827 cmdq_next <client-27299>: [show-options/0x70b893ea2d00] (0), flags 0
1749746066.272829 cmd_find_best_session: 0 sessions to try
1749746066.272832 cmd_find_current_client: no target, return (nil)
1749746066.272834 cmd_find_best_session: 0 sessions to try
1749746066.272841 cmd_find_target: target none, type pane, item 0x70b893ea2d00, flags QUIET,CANFAIL
1749746066.272844 cmd_find_best_session: 0 sessions to try
1749746066.272845 cmd_find_target: error
1749746066.272848 format_defaults: c=none
1749746066.272850 format_defaults: s=none
1749746066.272852 format_defaults: wl=none
1749746066.272854 format_defaults: wp=none
1749746066.272856 format_expand1: expanding format: @sidebar-tree-pager
1749746066.272858 format_expand1: result is: @sidebar-tree-pager
1749746066.272861 unref client 0x70b893eda800 (4 references)
1749746066.272863 cmd_find_best_session: 0 sessions to try
1749746066.272865 unref client 0x70b893eda800 (3 references)
1749746066.272868 cmdq_next <client-27299>: [server_client_command_done/0x70b893ea2c00] (1), flags 0
1749746066.272870 unref client 0x70b893eda800 (2 references)
1749746066.272872 cmdq_next <client-27299>: exit (empty)
1749746066.272874 cmdq_next <global>: waiting
1749746066.272876 cmdq_next </dev/pts/0>: waiting
1749746066.272878 cmdq_next <client-27227>: waiting
1749746066.272880 cmdq_next <client-27299>: empty
1749746066.272882 sending message 203 to peer 0x70b893f3ee80 (4 bytes)
1749746066.272908 cmdq_next <global>: waiting
1749746066.272911 cmdq_next </dev/pts/0>: waiting
1749746066.272913 cmdq_next <client-27227>: waiting
1749746066.272915 cmdq_next <client-27299>: empty
1749746066.273571 lost client 0x70b893eda800
1749746066.273600 remove peer 0x70b893f3ee80
1749746066.273613 unref client 0x70b893eda800 (1 references)
1749746066.273617 free client 0x70b893eda800 (0 references)
1749746066.273620 cmdq_next <global>: waiting
1749746066.273623 cmdq_next </dev/pts/0>: waiting
1749746066.273625 cmdq_next <client-27227>: waiting
1749746066.277935 add peer 0x70b893f3e840: 12 (0x70b893eda800)
1749746066.277948 new client 0x70b893eda800
1749746066.277952 cmdq_next <global>: waiting
1749746066.277954 cmdq_next </dev/pts/0>: waiting
1749746066.277957 cmdq_next <client-27227>: waiting
1749746066.278002 peer 0x70b893f3e840 message 111
1749746066.278006 client 0x70b893eda800 IDENTIFY_LONGFLAGS 0x10000
1749746066.278008 peer 0x70b893f3e840 message 111
1749746066.278011 client 0x70b893eda800 IDENTIFY_LONGFLAGS 0x10000
1749746066.278013 peer 0x70b893f3e840 message 101
1749746066.278016 client 0x70b893eda800 IDENTIFY_TERM xterm-256color
1749746066.278018 peer 0x70b893f3e840 message 109
1749746066.278021 client 0x70b893eda800 IDENTIFY_FEATURES 
1749746066.278023 peer 0x70b893f3e840 message 102
1749746066.278025 client 0x70b893eda800 IDENTIFY_TTYNAME 
1749746066.278028 peer 0x70b893f3e840 message 108
1749746066.278034 client 0x70b893eda800 IDENTIFY_CWD /home/sergiop/Downloads/My-parrot-Configurations
1749746066.278036 peer 0x70b893f3e840 message 104
1749746066.278039 client 0x70b893eda800 IDENTIFY_STDIN 13
1749746066.278042 cmdq_next <global>: waiting
1749746066.278044 cmdq_next </dev/pts/0>: waiting
1749746066.278047 cmdq_next <client-27227>: waiting
1749746066.278082 peer 0x70b893f3e840 message 110
1749746066.278085 client 0x70b893eda800 IDENTIFY_STDOUT 14
1749746066.278088 peer 0x70b893f3e840 message 107
1749746066.278090 client 0x70b893eda800 IDENTIFY_CLIENTPID 27301
1749746066.278093 peer 0x70b893f3e840 message 105
1749746066.278096 client 0x70b893eda800 IDENTIFY_ENVIRON SHELL=/bin/sh
1749746066.278098 peer 0x70b893f3e840 message 105
1749746066.278101 client 0x70b893eda800 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1749746066.278104 peer 0x70b893f3e840 message 105
1749746066.278107 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mode_bg=#ffff00
1749746066.278109 peer 0x70b893f3e840 message 105
1749746066.278112 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_left_separator_sub=\\uE0B1
1749746066.278115 peer 0x70b893f3e840 message 105
1749746066.278118 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_last_bg=#303030
1749746066.278120 peer 0x70b893f3e840 message 105
1749746066.278123 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left_bg=#ffff00,#ff00af,#5fff00
1749746066.278126 peer 0x70b893f3e840 message 105
